Id,Solution
844,0
845,0
846,1
847,0
848,1
849,1
850,1
851,1
852,0
853,1
854,0
855,1
856,0
857,0
858,0
859,0
860,1
861,0
862,1
863,0
864,0
865,0
866,1
867,1
868,1
869,0
870,1
871,0
872,1
873,0
874,1
875,0
876,0
877,0
878,1
879,0
880,1
881,1
882,1
883,0
884,1
885,1
886,0
887,1
888,0
889,0
890,1
891,0
892,1
893,0
894,0
895,1
896,1
897,0
898,0
899,0
900,0
901,1
902,0
903,1
904,1
905,0
906,0
907,1
908,0
909,0
910,1
911,1
912,1
913,0
914,0
915,1
916,0
917,0
918,0
919,0
920,0
921,1
922,0
923,0
924,1
925,0
926,1
927,1
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,1
938,0
939,1
940,0
941,1
942,0
943,0
944,1
945,0
946,1
947,1
948,1
949,1
950,0
951,0
952,1
953,0
954,0
955,0
956,0
957,1
958,1
959,1
960,1
961,0
962,0
963,0
964,0
965,0
966,0
967,1
968,1
969,1
970,0
971,1
972,0
973,1
974,0
975,0
976,1
977,0
978,0
979,0
980,1
981,1
982,0
983,0
984,0
985,0
986,0
987,0
988,1
989,0
990,1
991,0
992,1
993,1
994,0
995,0
996,0
997,0
998,1
999,0
1000,0
1001,0
1002,0
1003,0
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,0
1011,0
1012,0
1013,0
1014,0
1015,1
1016,1
1017,0
1018,0
1019,0
1020,1
1021,1
1022,1
1023,1
1024,1
1025,0
1026,0
1027,1
1028,0
1029,1
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,1
1037,0
1038,0
1039,1
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,1
1053,0
1054,1
1055,0
1056,1
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,1
1064,0
1065,1
1066,0
1067,1
1068,0
1069,0
1070,1
1071,0
1072,0
1073,0
1074,1
1075,0
1076,1
1077,1
1078,0
1079,0
1080,0
1081,0
1082,0
1083,1
1084,0
1085,0
1086,0
1087,1
1088,0
1089,0
1090,1
1091,1
1092,1
1093,1
1094,0
1095,1
1096,1
1097,1
1098,0
1099,1
1100,1
1101,1
1102,0
1103,1
1104,1
1105,0
1106,1
1107,1
1108,1
1109,1
1110,0
1111,1
1112,1
1113,1
1114,0
1115,1
1116,1
1117,0
1118,0
1119,0
1120,1
1121,1
1122,1
1123,0
1124,1
1125,1
1126,0
1127,1
1128,1
1129,0
1130,0
1131,1
1132,0
1133,0
1134,1
1135,0
1136,1
1137,0
1138,0
1139,0
1140,1
1141,0
1142,0
1143,0
1144,0
1145,0
1146,1
1147,0
1148,1
1149,0
1150,0
1151,0
1152,1
1153,0
1154,0
1155,0
1156,0
1157,1
1158,0
1159,0
1160,0
1161,0
1162,1
1163,0
1164,1
1165,0
1166,0
1167,1
1168,0
1169,1
1170,1
1171,0
1172,1
1173,1
1174,0
1175,1
1176,1
1177,0
1178,1
1179,1
1180,0
1181,0
1182,1
1183,0
1184,0
1185,0
1186,1
1187,0
1188,0
1189,0
1190,1
1191,0
1192,1
1193,1
1194,0
1195,1
1196,1
1197,0
1198,0
1199,1
1200,0
1201,0
1202,0
1203,1
1204,0
1205,0
1206,0
1207,1
1208,1
1209,1
1210,0
1211,0
1212,1
1213,1
1214,1
1215,0
1216,1
1217,0
1218,1
1219,0
1220,0
1221,1
1222,1
1223,0
1224,0
1225,0
1226,1
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,1
1240,0
1241,0
1242,0
1243,1
1244,1
1245,0
1246,0
1247,1
1248,1
1249,0
1250,1
1251,1
1252,0
1253,1
1254,0
1255,1
1256,1
1257,1
1258,0
1259,0
1260,0
1261,0
1262,1
1263,1
1264,0
1265,0
1266,0
1267,0
1268,1
1269,0
1270,0
1271,0
1272,0
1273,1
1274,0
1275,1
1276,0
1277,0
1278,0
1279,1
1280,1
1281,1
1282,1
1283,0
1284,0
1285,1
1286,0
1287,0
1288,0
1289,0
1290,1
1291,0
1292,0
1293,1
1294,1
1295,1
1296,0
1297,0
1298,0
1299,1
1300,0
1301,0
1302,1
1303,0
1304,1
1305,0
1306,0
1307,0
1308,0
1309,1
1310,1
1311,0
1312,1
1313,0
1314,1
1315,0
1316,0
1317,0
1318,0
1319,1
1320,0
1321,0
1322,1
1323,0
1324,1
1325,1
1326,1
1327,0
1328,0
1329,1
1330,0
1331,0
1332,0
1333,0
1334,0
1335,1
1336,1
1337,0
1338,1
1339,0
1340,0
1341,0
1342,0
1343,1
1344,0
1345,0
1346,0
1347,1
1348,0
1349,0
1350,1
1351,1
1352,0
1353,1
1354,0
1355,0
1356,0
1357,0
1358,1
1359,1
1360,1
1361,0
1362,1
1363,0
1364,0
1365,1
1366,1
1367,1
1368,1
1369,1
1370,0
1371,0
1372,0
1373,1
1374,1
1375,1
1376,1
1377,0
1378,0
1379,0
1380,0
1381,1
1382,0
1383,1
1384,1
1385,1
1386,0
1387,1
1388,0
1389,0
1390,0
1391,0
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,1
1399,0
1400,0
1401,0
1402,1
1403,0
1404,1
1405,0
1406,1
1407,0
1408,1
1409,0
1410,0
1411,0
1412,0
1413,1
1414,0
1415,0
1416,1
1417,0
1418,1
1419,0
1420,1
1421,1
1422,1
1423,1
1424,0
1425,0
1426,0
1427,0
1428,1
1429,1
1430,1
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,1
1445,0
1446,0
1447,0
1448,0
1449,1
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,1
1457,0
1458,0
1459,0
1460,0
1461,0
1462,1
1463,1
1464,1
1465,1
1466,1
1467,0
1468,0
1469,0
1470,1
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,1
1480,1
1481,0
1482,0
1483,0
1484,0
1485,0
1486,1
1487,0
1488,1
1489,1
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,1
1498,0
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,1
1515,1
1516,0
1517,0
1518,0
1519,0
1520,1
1521,1
1522,1
1523,0
1524,0
1525,1
1526,0
1527,0
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,1
1535,1
1536,1
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,1
1545,0
1546,1
1547,1
1548,0
1549,1
1550,0
1551,1
1552,0
1553,0
1554,1
1555,0
1556,1
1557,1
1558,1
1559,0
1560,1
1561,0
1562,1
1563,0
1564,0
1565,0
1566,0
1567,1
1568,1
1569,1
1570,0
1571,1
1572,0
1573,1
1574,0
1575,0
1576,0
1577,1
1578,0
1579,1
1580,1
1581,1
1582,0
1583,0
1584,0
1585,1
1586,1
1587,1
1588,0
1589,0
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,0
1597,1
1598,0
1599,1
1600,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,0
1608,1
1609,0
1610,0
1611,0
1612,0
1613,1
1614,1
1615,0
1616,0
1617,0
1618,0
1619,1
1620,1
1621,0
1622,0
1623,1
1624,1
1625,0
1626,0
1627,1
1628,0
1629,0
1630,0
1631,1
1632,0
1633,1
1634,1
1635,0
1636,0
1637,1
1638,1
1639,1
1640,1
1641,0
1642,1
1643,1
1644,0
1645,1
1646,1
1647,1
1648,1
1649,0
1650,0
1651,1
1652,0
1653,0
1654,0
1655,1
1656,0
1657,1
1658,0
1659,0
1660,1
1661,0
1662,1
1663,1
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,1
1673,1
1674,0
1675,1
1676,0
1677,1
1678,1
1679,0
1680,1
1681,0
1682,0
1683,0
1684,1
1685,1
1686,0
1687,1
1688,1
1689,0
1690,0
1691,0
1692,0
1693,1
1694,0
1695,1
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,1
1703,0
1704,0
1705,1
1706,1
1707,0
1708,0
1709,0
1710,1
1711,1
1712,0
1713,0
1714,1
1715,0
1716,0
1717,0
1718,0
1719,1
1720,0
1721,1
1722,0
1723,0
1724,0
1725,0
1726,1
1727,1
1728,0
1729,1
1730,0
1731,0
1732,1
1733,0
1734,1
1735,1
1736,1
1737,0
1738,0
1739,0
1740,0
1741,1
1742,1
1743,0
1744,0
1745,0
1746,1
1747,1
1748,1
1749,0
1750,1
1751,0
1752,0
1753,1
1754,0
1755,1
1756,0
1757,1
1758,0
1759,0
1760,0
1761,1
1762,0
1763,0
1764,0
1765,1
1766,1
1767,1
1768,0
1769,0
1770,0
1771,1
1772,0
1773,1
1774,1
1775,0
1776,0
1777,1
1778,0
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,0
1787,1
1788,1
1789,1
1790,1
1791,0
1792,0
1793,1
1794,1
1795,1
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,1
1805,0
1806,0
1807,1
1808,0
1809,1
1810,1
1811,0
1812,0
1813,0
1814,1
1815,1
1816,0
1817,0
1818,1
1819,1
1820,0
1821,1
1822,1
1823,1
1824,0
1825,0
1826,0
1827,0
1828,0
1829,1
1830,0
1831,1
1832,0
1833,0
1834,0
1835,1
1836,0
1837,0
1838,1
1839,1
1840,0
1841,1
1842,1
1843,0
1844,0
1845,0
1846,1
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,1
1859,0
1860,0
1861,1
1862,0
1863,0
1864,0
1865,0
1866,1
1867,0
1868,1
1869,0
1870,1
1871,0
1872,1
1873,0
1874,0
1875,0
1876,0
1877,0
1878,1
1879,0
1880,1
1881,0
1882,0
1883,1
1884,0
1885,1
1886,0
1887,0
1888,0
1889,0
1890,1
1891,0
1892,1
1893,0
1894,1
1895,1
1896,1
1897,1
1898,1
1899,0
1900,1
1901,1
1902,0
1903,1
1904,1
1905,1
1906,0
1907,1
1908,0
1909,1
1910,0
1911,1
1912,0
1913,0
1914,1
1915,1
1916,0
1917,0
1918,1
1919,0
1920,1
1921,1
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,1
1931,0
1932,0
1933,0
1934,0
1935,0
1936,1
1937,0
1938,1
1939,0
1940,1
1941,0
1942,0
1943,0
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,1
1958,1
1959,0
1960,0
1961,1
1962,0
1963,1
1964,0
1965,0
1966,1
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,1
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,1
1983,0
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,0
1991,0
1992,1
1993,1
1994,0
1995,0
1996,1
1997,1
1998,0
1999,1
2000,0
2001,0
2002,1
2003,0
2004,0
2005,1
2006,1
2007,1
2008,1
2009,0
2010,1
2011,0
2012,0
2013,0
2014,0
2015,1
2016,0
2017,1
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,1
2027,1
2028,1
2029,1
2030,1
2031,0
2032,1
2033,1
2034,1
2035,1
2036,0
2037,1
2038,1
2039,1
2040,1
2041,0
2042,1
2043,0
2044,0
2045,0
2046,1
2047,0
2048,1
2049,1
2050,1
2051,0
2052,0
2053,0
2054,1
2055,0
2056,1
2057,1
2058,0
2059,0
2060,0
2061,1
2062,0
2063,0
2064,1
2065,0
2066,1
2067,0
2068,1
2069,0
2070,1
2071,1
2072,0
2073,0
2074,1
2075,0
2076,0
2077,0
2078,1
2079,0
2080,0
2081,1
2082,1
2083,0
2084,1
2085,0
2086,0
2087,1
2088,1
2089,1
2090,1
2091,0
2092,0
2093,1
2094,1
2095,0
2096,1
2097,1
2098,0
2099,1
2100,1
2101,1
2102,1
2103,0
2104,0
2105,0
2106,0
2107,0
2108,1
2109,1
2110,0
2111,1
2112,0
2113,0
2114,1
2115,1
2116,1
2117,0
2118,0
2119,1
2120,1
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,1
2128,0
2129,1
2130,1
2131,1
2132,1
2133,0
2134,0
2135,1
2136,0
2137,1
2138,1
2139,0
2140,0
2141,0
2142,1
2143,1
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,1
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,1
2164,0
2165,0
2166,0
2167,0
2168,0
2169,1
2170,1
2171,1
2172,1
2173,0
2174,0
2175,0
2176,1
2177,0
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,1
2185,0
2186,0
2187,1
2188,1
2189,0
2190,0
2191,0
2192,0
2193,1
2194,1
2195,0
2196,1
2197,0
2198,1
2199,1
2200,0
2201,0
2202,1
2203,1
2204,1
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,1
2213,0
2214,0
2215,0
2216,1
2217,0
2218,0
2219,1
2220,1
2221,1
2222,0
2223,1
2224,1
2225,0
2226,0
2227,0
2228,1
2229,0
2230,1
2231,0
2232,0
2233,1
2234,0
2235,0
2236,0
2237,0
2238,1
2239,0
2240,1
2241,0
2242,1
2243,0
2244,1
2245,1
2246,0
2247,0
2248,0
2249,0
2250,0
2251,1
2252,1
2253,0
2254,1
2255,0
2256,1
2257,0
2258,1
2259,0
2260,0
2261,1
2262,0
2263,0
2264,1
2265,0
2266,1
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,1
2278,0
2279,0
2280,0
2281,0
2282,1
2283,0
2284,0
2285,0
2286,1
2287,0
2288,1
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,1
2298,0
2299,1
2300,0
2301,0
2302,0
2303,1
2304,0
2305,1
2306,1
2307,1
2308,0
2309,0
2310,0
2311,0
2312,1
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,1
2320,0
2321,0
2322,1
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,1
2330,1
2331,0
2332,1
2333,0
2334,0
2335,0
2336,1
2337,0
2338,0
2339,0
2340,0
2341,1
2342,0
2343,1
2344,0
2345,1
2346,1
2347,0
2348,0
2349,0
2350,0
2351,0
2352,1
2353,1
2354,0
2355,1
2356,1
2357,0
2358,0
2359,1
2360,1
2361,1
2362,1
2363,0
2364,1
2365,1
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,1
2374,0
2375,1
2376,1
2377,1
2378,0
2379,1
2380,0
2381,1
2382,1
2383,1
2384,0
2385,0
2386,1
2387,0
2388,0
2389,1
2390,1
2391,0
2392,0
2393,0
2394,0
2395,0
2396,1
2397,0
2398,0
2399,0
2400,0
2401,1
2402,0
2403,0
2404,0
2405,1
2406,0
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,0
2415,1
2416,1
2417,0
2418,1
2419,0
2420,0
2421,1
2422,1
2423,0
2424,0
2425,1
2426,1
2427,0
2428,0
2429,1
2430,0
2431,1
2432,0
2433,1
2434,1
2435,0
2436,0
2437,0
2438,0
2439,1
2440,1
2441,1
2442,1
2443,0
2444,1
2445,0
2446,1
2447,1
2448,0
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,0
2456,1
2457,0
2458,1
2459,1
2460,1
2461,1
2462,0
2463,0
2464,1
2465,0
2466,1
2467,0
2468,1
2469,1
2470,0
2471,0
2472,0
2473,1
2474,0
2475,0
2476,1
2477,0
2478,1
2479,0
2480,1
2481,0
2482,1
2483,0
2484,0
2485,1
2486,1
2487,0
2488,0
2489,1
2490,1
2491,1
2492,1
2493,0
2494,0
2495,0
2496,0
2497,1
2498,1
2499,0
2500,1
2501,0
2502,1
2503,1
2504,0
2505,1
2506,0
2507,0
2508,1
2509,0
2510,0
2511,0
2512,1
2513,0
2514,0
2515,0
2516,0
2517,1
2518,1
2519,0
2520,1
2521,0
2522,0
2523,0
2524,0
2525,1
2526,0
2527,0
2528,1
2529,0
2530,0
2531,0
2532,1
2533,0
2534,0
2535,0
2536,0
2537,1
2538,0
2539,1
2540,1
2541,1
2542,0
2543,0
2544,0
2545,0
2546,1
2547,0
2548,0
2549,1
2550,0
2551,1
2552,1
2553,1
2554,0
2555,1
2556,0
2557,1
2558,0
2559,0
2560,1
2561,0
2562,0
2563,1
2564,1
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,1
2575,0
2576,1
2577,1
2578,0
2579,1
2580,0
2581,1
2582,0
2583,1
2584,0
2585,1
2586,0
2587,0
2588,1
2589,0
2590,1
2591,0
2592,0
2593,0
2594,0
2595,1
2596,0
2597,0
2598,0
2599,1
2600,1
2601,0
2602,1
2603,1
2604,0
2605,0
2606,1
2607,0
2608,1
2609,1
2610,1
2611,0
2612,0
2613,1
2614,1
2615,1
2616,0
2617,0
2618,0
2619,0
2620,1
2621,1
2622,0
2623,0
2624,1
2625,1
2626,1
2627,0
2628,0
2629,1
2630,0
2631,1
2632,0
2633,1
2634,1
2635,0
2636,0
2637,0
2638,0
2639,0
2640,1
2641,0
2642,0
2643,1
2644,0
2645,1
2646,0
2647,0
2648,0
2649,1
2650,1
2651,1
2652,0
2653,1
2654,1
2655,0
2656,0
2657,1
2658,1
2659,0
2660,0
2661,1
2662,0
2663,0
2664,0
2665,0
2666,1
2667,1
2668,1
2669,1
2670,0
2671,0
2672,1
2673,0
2674,1
2675,0
2676,0
2677,1
2678,0
2679,0
2680,0
2681,0
2682,1
2683,1
2684,1
2685,0
2686,0
2687,0
2688,0
2689,0
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,1
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,1
2705,1
2706,0
2707,0
2708,0
2709,0
2710,1
2711,1
2712,0
2713,1
2714,0
2715,0
2716,0
2717,1
2718,0
2719,0
2720,0
2721,0
2722,0
2723,1
2724,1
2725,0
2726,0
2727,1
2728,0
2729,0
2730,0
2731,0
2732,1
2733,1
2734,1
2735,0
2736,0
2737,1
2738,0
2739,0
2740,1
2741,0
2742,0
2743,0
2744,1
2745,0
2746,1
2747,1
2748,1
2749,1
2750,0
2751,0
2752,0
2753,0
2754,1
2755,1
2756,0
2757,1
2758,0
2759,1
2760,0
2761,1
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,1
2772,1
2773,0
2774,1
2775,1
2776,0
2777,1
2778,1
2779,1
2780,0
2781,0
2782,0
2783,0
2784,1
2785,0
2786,1
2787,0
2788,1
2789,1
2790,0
2791,1
2792,0
2793,1
2794,1
2795,0
2796,1
2797,1
2798,1
2799,0
2800,0
2801,1
2802,0
2803,0
2804,0
2805,0
2806,0
2807,1
2808,1
2809,0
2810,1
2811,0
2812,0
2813,0
2814,0
2815,1
2816,0
2817,0
2818,0
2819,0
2820,0
2821,1
2822,0
2823,0
2824,1
2825,1
2826,1
2827,1
2828,0
2829,0
2830,0
2831,1
2832,0
2833,1
2834,1
2835,0
2836,1
2837,1
2838,0
2839,0
2840,1
2841,1
2842,0
2843,0
2844,1
2845,1
2846,0
2847,1
2848,0
2849,0
2850,1
2851,0
2852,0
2853,1
2854,0
2855,1
2856,0
2857,0
2858,1
2859,0
2860,0
2861,1
2862,0
2863,1
2864,0
2865,1
2866,1
2867,0
2868,0
2869,0
2870,0
2871,0
2872,1
2873,0
2874,1
2875,1
2876,0
2877,0
2878,0
2879,1
2880,0
2881,1
2882,1
2883,0
2884,0
2885,0
2886,0
2887,1
2888,1
2889,1
2890,1
2891,0
2892,0
2893,1
2894,0
2895,0
2896,1
2897,0
2898,0
2899,0
2900,1
2901,1
2902,0
2903,0
2904,0
2905,0
2906,1
2907,0
2908,0
2909,1
2910,1
2911,0
2912,0
2913,1
2914,0
2915,0
2916,1
2917,0
2918,0
2919,0
2920,1
2921,0
2922,1
2923,0
2924,1
2925,0
2926,0
2927,1
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,0
2935,1
2936,0
2937,0
2938,0
2939,0
2940,1
2941,1
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,1
2953,1
2954,1
2955,0
2956,1
2957,0
2958,0
2959,1
2960,1
2961,1
2962,0
2963,0
2964,1
2965,0
2966,0
2967,1
2968,0
2969,0
2970,0
2971,0
2972,0
2973,1
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,1
2981,1
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,1
2989,0
2990,1
2991,0
2992,1
2993,0
2994,0
2995,0
2996,1
2997,0
